"position","Round","forty","vertical","bench_reps","broad_jump","three_cone","shuttle"
"DT",NA,5.33,20.5,22,NA,NA,NA
"S",2,4.41,37.5,20,132,NA,NA
"DT",3,5.11,24.5,NA,101,7.93,4.63
"CB",2,4.47,33.5,NA,123,7.02,4.28
"CB",5,4.54,34,11,124,NA,NA
"ILB",NA,4.92,29.5,23,112,7.28,4.56
"S",5,NA,34,14,117,6.67,4.18
"CB",2,4.43,39.5,11,NA,6.56,3.89
"DE",2,4.83,30,23,128,7.46,4.62
"CB",NA,4.52,34.5,19,120,NA,NA
"ILB",NA,NA,33,23,118,7,4.32
"CB",1,4.36,38.5,NA,132,NA,NA
"DE",4,4.67,33,35,114,7.46,4.19
"DT",6,4.84,32.5,29,113,7.55,4.56
"ILB",5,NA,31,25,118,NA,NA
"CB",3,4.54,34.5,15,121,NA,NA
"CB",NA,NA,NA,15,NA,NA,NA
"S",7,4.55,31,12,116,6.87,4.21
"DE",NA,NA,NA,24,NA,NA,NA
"CB",NA,4.62,34.5,18,120,NA,NA
"S",2,NA,NA,NA,NA,NA,NA
"DT",2,4.85,28.5,23,112,7.69,4.53
"OLB",1,4.59,33,24,122,7.48,4.62
"ILB",2,4.61,33,23,121,7.15,4.39
"S",2,4.4,44,17,141,NA,NA
"OLB",5,4.67,35,24,126,NA,NA
"CB",3,4.35,38,NA,136,6.94,4.12
"DE",5,4.79,32.5,14,114,7.25,4.43
"DE",6,4.88,30.5,22,117,7.25,4.47
"CB",7,4.28,37.5,13,124,7.06,4.22
"S",4,4.42,35,NA,125,NA,NA
"ILB",NA,4.78,33,18,116,NA,4.38
"DE",NA,4.83,30.5,27,110,NA,NA
"DE",7,4.72,31.5,25,128,7.26,4.4
"DE",3,4.97,32,26,116,7.55,4.75
"S",1,4.46,35.5,19,128,NA,NA
"OLB",NA,4.64,30,23,123,7.06,4.37
"OLB",7,4.84,31.5,20,117,NA,4.34
"DT",6,5.13,31.5,33,105,7.65,4.66
"OLB",1,4.52,36.5,24,133,7.01,4.37
"OLB",4,NA,NA,NA,NA,NA,NA
"OLB",3,4.58,34.5,18,122,6.89,4.21
"DE",3,4.61,35,30,123,6.94,4.4
"DE",7,4.89,31.5,25,114,NA,NA
"CB",NA,4.51,35,10,120,6.92,4.02
"DE",NA,4.9,28,20,105,7.21,4.41
"DT",6,5.24,27,22,105,7.53,4.57
"DE",3,4.77,29.5,NA,117,7.18,4.39
"CB",NA,4.6,31.5,5,114,6.94,4.56
"CB",3,4.52,34,11,120,6.81,NA
"CB",2,4.62,31,9,120,NA,NA
"CB",3,4.4,29.5,13,121,7,4.32
"OLB",6,4.67,28.5,24,112,6.91,4.33
"DT",6,5.07,28.5,26,108,7.58,4.72
"DE",1,4.69,35,30,126,6.95,4.28
"S",4,4.6,32.5,17,117,7.11,4.36
"CB",7,4.54,35,21,125,NA,NA
"DT",2,5.19,27,NA,110,7.68,4.59
"S",NA,NA,32.5,13,115,7.08,4.28
"DT",7,5.45,24.5,28,91,7.83,5
"S",6,4.56,33,17,118,NA,NA
"ILB",6,4.67,33.5,NA,121,NA,4.39
"DT",3,4.99,28.5,28,111,7.69,4.39
"ILB",5,4.65,30.5,23,116,7.23,4.34
"DT",NA,4.96,28,25,107,7.89,4.96
"DE",2,NA,NA,18,NA,NA,NA
"DT",4,NA,NA,25,NA,NA,NA
"OLB",1,4.69,37,21,128,6.79,4.13
"CB",6,4.59,36,NA,123,NA,NA
"CB",1,4.47,32,16,119,6.9,4.32
"DE",3,4.53,39,24,125,6.85,4.28
"S",2,4.56,43.5,14,129,6.85,4.2
"OLB",3,4.68,33.5,NA,124,7.36,4.57
"CB",4,4.57,33.5,NA,119,6.68,3.94
"CB",2,4.54,32,14,118,6.86,4.02
"DE",4,4.92,33,22,124,NA,NA
"CB",3,4.45,40.5,NA,127,6.93,4.13
"S",6,4.54,33.5,19,122,6.72,4.13
"DT",3,NA,NA,23,NA,NA,NA
"EDGE",NA,4.83,31.5,26,NA,7.21,4.28
"CB",NA,NA,NA,14,NA,NA,NA
"CB",NA,4.49,38,13,123,6.78,4.07
"CB",NA,NA,NA,NA,NA,NA,NA
"DT",NA,5.29,30,33,112,7.44,4.53
"DE",NA,4.83,31.5,28,111,7.98,4.62
"EDGE",NA,4.89,NA,22,NA,NA,NA
"EDGE",NA,4.87,26.5,21,113,7.52,NA
"CB",NA,NA,34,17,NA,6.89,4.2
"CB",NA,4.7,NA,NA,NA,NA,NA
"DT",NA,NA,NA,28,NA,NA,NA
"OLB",NA,4.65,38.5,NA,122,NA,NA
"S",NA,4.69,NA,15,NA,NA,NA
"S",NA,4.53,34,NA,121,NA,NA
"EDGE",NA,4.88,NA,23,NA,NA,NA
"DE",NA,NA,32,21,113,7.46,4.7
"S",NA,NA,NA,14,NA,NA,NA
"CB",NA,4.64,38,4,124,6.28,3.94
"CB",NA,4.63,32.5,6,117,7.01,4.15
"CB",NA,4.57,35.5,15,120,NA,4.4
"S",NA,4.51,33,14,119,7,4.28
"DT",NA,5.37,NA,26,96,NA,NA
"EDGE",NA,NA,NA,25,110,NA,NA
"CB",1,4.38,35,14,127,6.71,3.98
"S",5,NA,37,15,127,NA,4.32
"S",4,4.34,41,16,131,6.56,4.03
"EDGE",4,4.87,30,20,118,7.12,4.23
"DE",6,4.6,38.5,18,128,7.53,4.48
"DT",NA,5.38,24,NA,89,7.95,4.75
"CB",4,4.36,31.5,13,119,6.93,4.4
"ILB",5,4.59,36,26,124,6.9,4.36
"OLB",3,4.53,36.5,22,126,NA,NA
"S",2,4.5,35.5,NA,117,6.78,4.26
"EDGE",NA,NA,NA,15,NA,NA,NA
"ILB",6,4.79,30.5,21,117,7.26,NA
"S",NA,4.63,31.5,NA,122,NA,NA
"DE",5,5.03,28,31,101,7.51,4.48
"CB",NA,4.35,31.5,14,126,6.78,4.11
"DT",1,4.98,35,30,119,7.12,4.48
"OLB",3,4.59,39.5,18,131,6.82,4.15
"ILB",NA,NA,NA,19,NA,NA,NA
"EDGE",3,4.5,36,NA,130,NA,NA
"S",NA,4.65,34.5,16,119,NA,4.62
"DE",1,4.65,36,24,121,7.37,4.41
"ILB",6,NA,NA,18,NA,NA,NA
"OLB",6,4.78,NA,23,NA,NA,NA
"S",5,4.41,38.5,25,121,6.89,4.24
"DE",1,4.58,33.5,22,124,7.2,4.41
"CB",2,4.53,34,16,124,NA,NA
"CB",2,4.46,NA,15,NA,NA,NA
"CB",NA,4.46,32.5,13,120,6.95,4.25
"OLB",NA,4.85,29.5,18,112,7.09,4.23
"DE",NA,5.06,31,26,NA,NA,NA
"ILB",6,NA,NA,20,NA,NA,NA
"EDGE",NA,4.8,33,21,121,NA,4.28
"S",1,4.47,41.5,NA,134,NA,NA
"LB",1,4.54,NA,19,117,NA,NA
"DE",6,NA,NA,NA,NA,NA,NA
"S",6,4.58,36,15,121,NA,NA
"LB",1,NA,30,NA,116,6.95,4.36
"CB",NA,4.53,NA,16,NA,NA,NA
"EDGE",6,4.69,32.5,31,117,6.88,4.19
"DB",1,4.46,33,14,121,NA,NA
"S",5,4.45,34.5,18,122,NA,NA
"DE",4,4.75,33,26,113,7.36,4.48
"DT",7,NA,NA,21,NA,NA,NA
"CB",3,4.61,30,8,119,7.16,4.33
"DE",3,4.73,32.5,NA,118,7.24,4.39
"OLB",5,4.38,NA,20,117,NA,NA
"CB",NA,4.44,34,15,119,6.51,3.94
"CB",5,4.43,32.5,22,123,6.96,4.4
"S",6,NA,NA,16,NA,NA,NA
"S",3,NA,34,NA,120,NA,NA
"EDGE",4,4.67,32,23,123,7.14,4.45
"DT",NA,5.16,29.5,20,105,7.33,4.58
"DT",3,4.99,26.5,35,101,7.28,4.53
"CB",NA,4.49,31,14,120,6.83,4.15
"EDGE",NA,4.79,NA,NA,116,NA,NA
"DE",4,4.82,32,25,NA,NA,NA
"DE",3,NA,35,NA,116,6.84,4.32
"CB",1,4.53,35.5,20,127,6.7,4.13
"DT",5,NA,NA,NA,NA,NA,NA
"S",NA,4.44,35.5,19,128,6.56,4.12
"LB",4,4.6,35,19,117,7.06,4.28
"CB",2,4.32,NA,7,124,NA,NA
"CB",NA,4.46,35.5,14,120,NA,NA
"CB",2,4.56,38,18,123,6.86,4.03
"EDGE",7,4.48,34.5,26,122,7.14,4.44
"S",1,4.47,40,21,132,NA,NA
"S",5,4.4,35.5,25,120,NA,NA
"OLB",3,4.52,36,27,125,NA,NA
"ILB",4,4.82,33,18,117,6.8,4.27
"CB",NA,4.44,35,15,123,NA,NA
"CB",4,4.5,33,17,118,7.03,4.28
"CB",NA,4.57,NA,14,NA,NA,NA
"DT",3,5.09,29,24,104,7.82,4.74
"EDGE",6,4.57,34,19,121,7.13,4.36
"S",NA,4.58,41.5,17,134,NA,NA
"S",NA,4.66,33,9,120,6.94,4.28
"EDGE",3,NA,31,NA,117,7.16,4.25
"ILB",5,4.66,35.5,NA,121,7.05,4.24
"EDGE",2,4.64,36,24,119,6.88,4.19
"OLB",2,4.7,NA,17,NA,NA,NA
"EDGE",2,NA,35.5,NA,122,NA,NA
"DE",7,4.89,35.5,28,113,7.32,4.37
"CB",4,4.39,37,13,125,6.51,4
"EDGE",NA,4.76,31.5,26,108,7.24,4.37
"ILB",NA,4.76,31.5,16,119,7.09,4.25
"CB",NA,4.67,38.5,NA,121,NA,NA
"DT",5,NA,NA,NA,NA,NA,NA
"DT",6,5.15,29.5,26,105,7.94,4.68
"DB",NA,NA,39,11,128,6.72,4.23
"CB",6,NA,NA,NA,NA,NA,NA
"OLB",NA,4.73,36,NA,117,NA,NA
"S",5,4.56,40.5,17,122,7,4.28
"CB",4,4.52,NA,17,123,NA,NA
"DT",5,4.95,NA,29,NA,NA,NA
"CB",6,4.32,NA,15,NA,NA,NA
"DT",3,5.38,27,25,96,8.15,5.02
"DT",7,5.25,NA,30,NA,NA,NA
"EDGE",2,4.65,32,20,119,NA,NA
"OLB",3,4.61,32,21,119,6.64,4.07
"EDGE",5,4.77,38,27,121,NA,NA
"CB",2,4.5,NA,NA,NA,NA,NA
"DT",1,4.95,28.5,27,107,7.58,4.71
"CB",5,4.54,NA,NA,NA,NA,NA
"DT",3,5.21,32,42,103,7.28,4.5
"CB",5,4.51,36.5,11,NA,NA,NA
"S",3,4.4,36.5,16,128,6.65,4.15
"ILB",6,4.75,32,28,114,7.03,4.25
"ILB",NA,4.77,NA,27,NA,NA,NA
"DT",3,5.16,26,35,100,7.77,4.79
"DT",5,5.37,23.5,NA,96,7.95,4.83
"DT",3,5.09,31,NA,112,7.5,4.53
"ILB",7,4.63,NA,19,NA,NA,NA
"OLB",1,4.51,NA,NA,NA,NA,NA
"S",NA,4.61,29.5,NA,NA,NA,NA
"DT",2,4.87,32.5,NA,110,7.63,4.65
"DT",NA,5.28,23.5,18,101,7.95,4.75
"CB",2,4.54,35,18,118,6.9,4.28
"DE",4,4.87,NA,28,NA,NA,NA
"CB",7,4.48,33.5,16,113,NA,4.45
"CB",NA,4.6,40.5,15,134,NA,4.36
"EDGE",4,4.53,39.5,NA,124,NA,4.28
"DE",3,4.92,29,NA,116,NA,NA
"OLB",NA,4.58,41.5,NA,131,6.85,4.28
"DT",NA,5.06,32.5,NA,111,7.68,4.56
"CB",NA,NA,33,10,120,NA,NA
"EDGE",2,4.65,NA,NA,NA,NA,NA
"ILB",1,4.65,39.5,20,124,6.88,4.15
"DT",1,5.1,NA,41,NA,NA,NA
"ILB",6,4.72,32.5,19,115,7.2,4.4
"CB",NA,4.63,33,NA,NA,NA,NA
"CB",1,4.32,39,16,136,NA,NA
"OLB",3,4.64,38.5,21,119,6.9,4.28
"S",4,NA,35,13,120,7.25,4.37
"S",NA,4.62,NA,17,NA,NA,NA
"S",4,NA,NA,21,NA,NA,NA
"S",4,NA,35.5,21,113,NA,NA
"DE",NA,5.16,30,25,105,NA,NA
"ILB",NA,4.86,29.5,15,NA,NA,NA
"CB",3,4.52,NA,8,120,NA,4.18
"ILB",4,4.6,36,23,117,7.38,4.48
"EDGE",6,4.78,33,25,114,6.99,4.4
"CB",NA,4.51,39.5,13,128,NA,NA
"CB",NA,4.44,39.5,8,131,NA,NA
"S",1,4.45,NA,NA,116,NA,NA
"S",2,NA,NA,NA,NA,NA,NA
"LB",NA,4.82,36,20,131,NA,NA
"LB",NA,4.88,NA,14,NA,7.4,NA
"LB",7,4.77,31.5,23,116,6.88,4.04
"EDGE",1,4.63,NA,28,118,7.15,4.23
"DL",3,5,32,24,112,7.34,4.36
"LB",NA,4.82,31,12,115,7.2,4.45
"LB",NA,NA,NA,16,NA,NA,NA
"S",4,4.51,32.5,18,115,7.21,4.19
"CB",6,NA,NA,15,NA,NA,NA
"CB",NA,NA,38.5,10,127,7.06,4.31
"CB",1,4.52,NA,14,118,NA,NA
"CB",6,4.47,39.5,15,135,6.82,4.14
"EDGE",2,4.62,40,23,134,7.02,4.27
"LB",3,4.64,32.5,30,116,6.9,4.03
"S",NA,4.67,29.5,NA,120,7.09,4.33
"DL",7,5.19,24.5,28,98,7.97,4.82
"S",NA,4.83,30,10,118,7.1,4.46
"S",2,4.48,35,NA,125,NA,NA
"DL",1,4.79,33.5,29,116,7.1,4.14
"CB",7,4.45,36.5,19,127,6.94,4.08
"EDGE",7,4.65,37.5,22,126,NA,NA
"CB",NA,4.75,NA,14,126,7.33,4.22
"EDGE",4,NA,NA,NA,NA,NA,NA
"DL",6,5.15,24.5,20,96,8.01,4.83
"CB",2,4.42,41.5,14,126,NA,NA
"EDGE",1,4.53,36,NA,129,7.01,NA
"LB",5,4.56,34.5,21,121,6.85,4.09
"LB",1,4.43,40.5,21,124,6.93,4.23
"EDGE",NA,4.73,33,25,113,7.4,NA
"LB",5,4.5,37.5,18,124,6.95,4.12
"CB",NA,4.52,39,8,122,6.96,4.25
"DL",6,5.08,25.5,22,101,8.13,5.07
"DL",1,4.91,30,25,118,7.71,4.78
"DL",4,4.69,33.5,22,116,7.03,4.38
"LB",NA,NA,NA,NA,NA,NA,NA
"LB",5,4.66,34.5,NA,118,7.09,4.31
"DL",5,5.16,30,26,111,NA,NA
"S",NA,NA,31.5,16,115,NA,NA
"CB",6,4.48,37.5,11,NA,NA,NA
"DL",4,4.66,36,NA,122,6.89,4.13
"CB",NA,4.57,37,14,125,6.76,4.15
"LB",6,NA,31,25,111,NA,4.38
"EDGE",NA,4.6,39,19,122,7,4.44
"CB",3,4.3,41,16,130,7.02,4.19
"S",NA,4.64,33.5,16,116,6.89,4.09
"S",NA,4.81,33.5,20,119,NA,NA
"LB",NA,4.6,NA,24,118,NA,NA
"S",3,NA,NA,NA,NA,NA,NA
"LB",NA,NA,NA,16,NA,NA,NA
"LB",6,4.65,33,20,119,7.38,4.38
"CB",6,4.52,34,12,117,NA,4.25
"EDGE",1,NA,NA,25,NA,7.26,4.4
"CB",NA,4.37,NA,18,NA,NA,NA
"DL",4,5.16,31,30,109,NA,NA
"S",NA,4.63,34.5,17,114,7.45,4.3
"S",4,4.48,36,17,117,7.03,4.2
"DL",1,4.58,38,26,120,7.26,4.29
"LB",NA,4.75,29.5,17,111,NA,NA
"DL",NA,5.08,31,32,115,7.63,4.62
"EDGE",NA,4.79,35,NA,119,7.44,4.41
"LB",5,NA,33,24,117,NA,NA
"EDGE",6,4.63,35,24,114,7.27,4.42
"EDGE",NA,4.69,35.5,31,119,NA,NA
"LB",NA,NA,NA,NA,NA,NA,NA
"LB",NA,NA,NA,20,NA,NA,NA
"S",6,4.48,NA,14,125,NA,NA
"LB",NA,4.98,35.5,21,118,NA,NA
"LB",NA,NA,NA,NA,NA,NA,NA
"S",3,4.41,36.5,20,123,6.91,4.12
"CB",NA,4.68,34.5,9,123,6.95,4.08
"DL",2,5.04,35,28,115,7.7,4.38
"CB",NA,4.6,36,9,121,6.7,4.15
"EDGE",5,4.5,36.5,25,119,7.06,4.4
"S",4,4.48,37,14,123,6.81,4.1
"DL",NA,5.12,25.5,35,101,7.84,4.84
"DL",5,NA,27,22,109,NA,NA
"CB",5,4.45,40.5,13,130,7.12,4.12
"EDGE",NA,5.02,30.5,17,108,7.5,4.53
"EDGE",7,4.92,32.5,19,113,7.22,4.59
"EDGE",7,NA,NA,20,NA,NA,NA
"LB",NA,4.43,33.5,16,121,7.15,4.57
"CB",4,4.4,36.5,NA,133,6.81,4.06
"S",6,4.69,33,18,121,NA,NA
"CB",2,4.52,38,15,129,7.01,4.1
"DL",3,5.12,31.5,NA,110,7.71,4.53
"LB",NA,4.62,32.5,23,123,NA,4.37
"LB",NA,NA,NA,25,NA,NA,NA
"LB",5,NA,NA,NA,NA,NA,NA
"DL",5,4.95,31.5,NA,111,7.55,4.46
"LB",NA,NA,NA,NA,NA,NA,NA
"DL",1,5.05,NA,36,NA,NA,NA
"CB",3,4.5,37.5,NA,134,6.9,4.09
"DL",NA,5.14,26.5,22,108,NA,NA
"CB",3,4.45,39.5,15,120,6.45,3.97
"CB",4,4.54,36,14,121,6.72,4.1
"DL",5,5.1,27,30,102,8.02,4.95
"CB",4,4.53,NA,16,NA,NA,NA
"S",NA,4.77,36,12,NA,NA,4.46
"EDGE",4,NA,38.5,NA,118,NA,NA
"CB",5,4.49,37,6,125,NA,NA
"EDGE",4,4.69,29.5,16,NA,NA,4.45
"CB",2,4.46,34.5,NA,123,NA,NA
"CB",2,4.55,36.5,14,120,NA,NA
"DL",4,4.82,35.5,18,118,6.95,4.23
"LB",3,4.58,33.5,NA,122,7.25,4.26
"DL",1,NA,36,32,120,NA,NA
"DL",5,4.92,36.5,NA,115,7.48,4.36
"CB",5,4.47,36.5,17,120,6.82,4.16
"CB",NA,4.63,NA,NA,NA,NA,NA
"EDGE",3,4.84,32,NA,NA,NA,NA
"LB",3,4.57,32.5,24,116,NA,NA
"CB",NA,4.61,31,11,111,NA,NA
"S",2,NA,35,17,115,6.82,3.99
"EDGE",NA,4.83,34,25,118,7.34,4.31
"S",4,4.44,39,NA,130,NA,4.14
"DL",7,5.15,NA,24,NA,7.81,4.77
"DL",3,5.01,30.5,27,101,7.57,4.62
"S",1,4.36,39.5,11,126,7.03,4.14
"CB",4,NA,NA,NA,NA,NA,NA
"DL",7,5.13,29,28,101,NA,4.73
"LB",5,4.69,39,15,123,NA,4.23
"CB",NA,NA,33,11,121,7.09,4.37
"EDGE",6,4.69,31.5,25,118,6.75,4.32
"LB",7,4.51,36,27,123,NA,NA
"EDGE",1,4.41,36,21,125,7,4.29
"LB",3,4.63,37,24,125,7.21,4.28
"LB",2,NA,NA,NA,NA,NA,NA
"S",5,NA,42,NA,136,6.63,4.01
"S",5,NA,NA,NA,NA,NA,NA
"S",2,4.42,44,21,141,NA,NA
"DL",1,4.93,32,23,115,7.45,4.33
"LB",4,4.57,37.5,31,122,6.94,4.14
"LB",5,NA,38,17,123,6.89,4.14
"EDGE",5,NA,NA,NA,NA,NA,NA
"DL",6,5.23,NA,NA,NA,NA,NA
"CB",7,4.43,43,18,133,6.85,4.14
"S",NA,4.39,33.5,19,113,NA,NA
"LB",1,4.42,39.5,22,118,7.07,4.17
"DL",1,5.04,29.5,28,107,NA,4.55
"DL",NA,NA,NA,NA,NA,NA,NA
"CB",2,4.37,NA,NA,NA,NA,NA
"CB",2,4.64,NA,17,NA,NA,NA
"S",4,4.52,34.5,22,118,NA,NA
"DL",1,4.83,30.5,NA,112,NA,NA
"S",6,NA,36,18,127,NA,NA
"LB",5,NA,32,NA,117,NA,NA
"S",NA,4.56,36.5,9,121,7.08,4.2
"EDGE",3,4.59,30.5,18,116,6.94,4.11
"DL",NA,5.28,27.5,22,112,7.53,4.37
"S",NA,4.29,34.5,19,122,7,4.15
"S",NA,4.63,33.5,17,121,7.07,4.37
"DL",4,5.01,32,30,118,7.65,4.53
"EDGE",3,4.78,34,24,118,7.13,4.57
"CB",2,4.51,39.5,18,120,7.31,4.31
"DL",3,4.98,NA,27,NA,NA,NA
"DL",5,4.93,31,25,115,7.44,4.43
"CB",1,4.56,NA,NA,NA,NA,NA
"CB",NA,4.59,33,12,120,7.01,4.3
"LB",NA,4.67,33.5,26,119,6.93,4.34
"LB",7,NA,NA,15,NA,NA,NA
"CB",NA,4.5,NA,10,NA,NA,NA
"CB",NA,4.46,39.5,12,128,6.95,4.13
"LB",3,4.65,32.5,24,115,7,4.31
"LB",NA,4.81,32.5,19,120,NA,NA
"LB",NA,4.84,32,16,121,NA,NA
"S",3,NA,NA,NA,NA,NA,NA
"DL",2,4.9,29,NA,107,7.77,4.67
"LB",6,4.51,32.5,14,121,7.07,4.24
"S",6,4.64,34.5,18,NA,NA,NA
"LB",1,4.54,NA,NA,NA,NA,NA
"LB",6,4.72,35.5,16,123,NA,NA
"DL",1,5.16,27,28,108,8.22,4.79
"CB",NA,4.62,31.5,NA,115,6.81,4.02
"S",3,4.46,33.5,20,122,NA,NA
"S",NA,NA,NA,NA,NA,NA,NA
"LB",1,NA,NA,NA,NA,NA,NA
"S",2,4.45,41,20,138,NA,NA
"CB",NA,NA,35,10,126,6.88,4.31
"S",NA,4.71,33.5,21,118,NA,NA
"DL",NA,5.21,27,22,99,8.07,4.82
"LB",NA,4.89,29,21,116,NA,NA
"S",7,4.52,NA,NA,NA,NA,NA
"DL",NA,4.95,32,NA,114,7.5,4.62
"LB",7,4.57,36,NA,126,NA,NA
"S",7,4.6,34.5,24,125,NA,NA
"DL",NA,5.18,27,21,109,7.75,4.93
"CB",3,4.64,34.5,NA,NA,NA,NA
"LB",4,NA,NA,21,NA,NA,NA
"S",3,NA,NA,14,NA,NA,NA
"DL",7,4.82,NA,27,NA,NA,4.52
"CB",NA,4.39,35.5,11,124,NA,NA
"DL",6,4.75,NA,32,NA,NA,NA
"DL",2,5.04,NA,21,NA,NA,NA
"DL",2,5.12,28,24,111,7.95,4.86
"S",2,NA,NA,NA,NA,NA,NA
"CB",2,NA,NA,NA,NA,NA,NA
"LB",NA,4.85,31,14,115,NA,NA
"S",2,4.49,42,17,134,NA,NA
"LB",4,NA,NA,NA,NA,NA,NA
"S",NA,4.8,34,15,125,6.87,4.3
"DL",3,5.02,27.5,24,NA,NA,4.73
"DL",2,5.04,32.5,17,117,7.34,4.46
"DL",4,5.15,NA,21,NA,NA,NA
"S",6,4.67,35.5,NA,122,NA,4.27
"CB",2,4.46,35.5,NA,123,6.94,4.36
"LB",NA,NA,NA,NA,NA,NA,NA
"DL",3,4.79,NA,23,NA,7.97,5.01
"LB",NA,4.92,32,NA,124,6.91,4.13
"DL",7,4.82,36,23,125,NA,NA
"LB",2,4.46,39.5,21,136,7.08,4.3
"S",6,4.6,32,17,119,6.81,4.08
"DL",5,NA,NA,25,NA,NA,NA
"CB",1,4.48,37.5,17,124,7.26,NA
"CB",NA,4.62,NA,13,NA,NA,NA
"DL",3,4.87,30.5,22,113,7.13,4.34
"DL",2,NA,34,20,120,NA,NA
"CB",NA,4.29,NA,21,NA,NA,NA
"CB",5,NA,NA,11,NA,NA,NA
"DL",3,5.14,29.5,33,102,7.72,NA
"DL",NA,4.89,30,27,114,7.66,4.49
"CB",5,4.52,41,14,133,7.15,4.27
"LB",NA,4.69,33,18,111,7.38,4.32
"LB",3,4.66,36,NA,122,6.83,4.32
"S",4,NA,35.5,NA,117,NA,NA
"CB",1,4.39,37.5,20,127,NA,NA
"DL",3,4.7,33,NA,125,7.32,4.31
"CB",NA,NA,NA,21,NA,NA,NA
"DL",NA,4.89,28,NA,113,NA,NA
"CB",4,4.48,NA,12,NA,NA,NA
"LB",5,4.56,33,30,120,NA,NA
"CB",1,4.48,37,15,128,NA,NA
"CB",7,4.57,35,NA,122,7.07,4.27
"CB",NA,4.58,36.5,10,122,NA,NA
"LB",3,NA,NA,NA,NA,NA,NA
"LB",7,NA,NA,18,NA,NA,NA
"CB",2,4.5,36.5,15,124,7.01,4.13
"DL",NA,5.26,26.5,NA,NA,8.21,5.27
"S",3,NA,NA,NA,NA,NA,NA
"LB",NA,4.59,28,13,121,7.2,4.46
"DL",5,NA,NA,NA,NA,NA,NA
"CB",7,NA,36,NA,126,NA,NA
"DL",1,NA,NA,NA,NA,NA,NA
"DL",4,5.07,NA,22,NA,8.03,NA
"LB",3,NA,37,NA,124,NA,NA
"DL",4,5.01,29,23,111,7.39,4.39
"LB",NA,NA,NA,NA,NA,NA,NA
"DL",3,4.83,NA,31,NA,7.37,NA
"LB",5,NA,NA,NA,NA,NA,NA
"S",2,4.63,36,19,122,NA,NA
"S",6,4.55,36.5,20,124,6.94,4.4
"S",NA,4.61,35.5,12,133,7.09,4.12
"DL",5,5.05,29,29,118,7.89,4.51
"LB",1,4.52,38,21,129,NA,NA
"S",3,4.41,34.5,20,124,NA,NA
"CB",3,4.45,36,NA,122,6.87,4.21
"CB",1,4.48,41,11,135,NA,NA
"DL",3,NA,NA,27,NA,NA,NA
"LB",NA,4.88,42,15,124,7,4.32
"DL",6,NA,25.5,23,NA,NA,4.93
"LB",3,4.66,39,NA,126,7.38,4.33
"CB",NA,4.59,33.5,NA,123,7.02,NA
"LB",NA,NA,NA,NA,NA,NA,NA
"CB",4,4.4,35.5,13,119,6.94,4.26
"LB",4,4.74,31,23,120,NA,NA
"LB",1,4.5,35,18,125,NA,NA
"S",NA,4.54,34,15,130,NA,NA
"CB",4,4.49,36.5,20,129,6.95,3.97
"DL",NA,4.97,30.5,20,106,7.33,4.7
"DL",NA,4.84,30,20,114,NA,NA
"CB",4,NA,NA,NA,NA,NA,NA
"DL",5,4.69,35.5,25,119,7.32,4.32
"CB",4,4.44,36,22,132,7.09,4.18
"LB",7,4.69,35,21,121,7.38,4.41
"CB",NA,4.65,NA,NA,NA,NA,NA
"CB",4,4.42,NA,17,NA,NA,NA
"DL",NA,4.83,31.5,28,115,NA,NA
"LB",1,4.39,39,NA,132,NA,NA
"DL",7,4.6,32,28,123,7.35,4.52
"S",4,4.37,41,12,131,NA,NA
"S",7,4.62,33.5,12,116,NA,NA
"LB",5,4.74,29,NA,113,NA,4.49
"DL",5,4.89,31,26,113,7.45,4.37
"LB",2,NA,NA,NA,NA,NA,NA
"LB",3,4.49,35,21,127,6.96,4.26
"CB",1,4.42,34.5,15,129,NA,NA
"S",5,4.51,37,24,125,NA,NA
"CB",7,4.48,34,NA,127,NA,NA
"LB",7,4.62,39,17,126,7.08,4.21
"DL",7,4.79,33.5,24,120,6.87,4.34
"LB",2,NA,NA,18,NA,NA,NA
"CB",5,4.44,39.5,22,133,7.14,4.28
"LB",4,4.65,33,20,122,7.09,4.25
"S",4,4.53,38,18,133,6.76,4.15
"DL",5,NA,NA,23,NA,NA,NA
"LB",5,NA,32.5,NA,116,7,4.27
"LB",6,4.76,32,15,117,7.02,4.21
"DL",7,4.87,32.5,32,119,7.39,NA
"DL",NA,5.04,25.5,17,101,7.72,4.78
"LB",3,4.63,32,21,121,7.07,4.27
"DL",6,4.9,28.5,21,111,7.47,4.44
"S",2,4.45,36,NA,124,NA,NA
"DL",4,4.73,34.5,20,123,7.25,4.44
"LB",NA,4.79,33.5,16,114,7.34,4.37
"DL",1,NA,NA,NA,NA,NA,NA
"DL",3,4.64,33,29,127,NA,NA
"LB",NA,4.59,NA,18,119,NA,NA
"LB",NA,4.83,31.5,27,107,7.23,4.4
"DB",NA,4.55,36,15,118,6.85,4.18
"DT",NA,5.35,28.5,28,100,8.16,4.68
"DB",NA,4.7,32,NA,118,7.41,4.38
"DL",NA,5.35,24.5,22,100,8.58,5.15
"DT",NA,5.24,34,24,112,7.34,4.45
"DB",NA,4.72,31,NA,116,7.35,4.4
"DE",NA,5.01,31,25,115,7.19,4.5
"LB",NA,4.69,NA,13,115,7.12,4.31
"DB",NA,4.72,35.5,12,120,6.94,4.24
"DB",NA,4.49,41,14,125,7.21,4.46
"DB",NA,4.51,35.5,18,125,7.1,4.31
